id,name,types,url,image_url
331,cacnea,grass,https://pokeapi.co/api/v2/pokemon/331/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png
332,cacturne,"grass, dark",https://pokeapi.co/api/v2/pokemon/332/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png
333,swablu,"normal, flying",https://pokeapi.co/api/v2/pokemon/333/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png
334,altaria,"dragon, flying",https://pokeapi.co/api/v2/pokemon/334/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png
335,zangoose,normal,https://pokeapi.co/api/v2/pokemon/335/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png
336,seviper,poison,https://pokeapi.co/api/v2/pokemon/336/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png
337,lunatone,"rock, psychic",https://pokeapi.co/api/v2/pokemon/337/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png
338,solrock,"rock, psychic",https://pokeapi.co/api/v2/pokemon/338/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png
339,barboach,"water, ground",https://pokeapi.co/api/v2/pokemon/339/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png
340,whiscash,"water, ground",https://pokeapi.co/api/v2/pokemon/340/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png
341,corphish,water,https://pokeapi.co/api/v2/pokemon/341/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png
342,crawdaunt,"water, dark",https://pokeapi.co/api/v2/pokemon/342/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png
343,baltoy,"ground, psychic",https://pokeapi.co/api/v2/pokemon/343/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png
344,claydol,"ground, psychic",https://pokeapi.co/api/v2/pokemon/344/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png
345,lileep,"rock, grass",https://pokeapi.co/api/v2/pokemon/345/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png
346,cradily,"rock, grass",https://pokeapi.co/api/v2/pokemon/346/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png
347,anorith,"rock, bug",https://pokeapi.co/api/v2/pokemon/347/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png
348,armaldo,"rock, bug",https://pokeapi.co/api/v2/pokemon/348/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png
349,feebas,water,https://pokeapi.co/api/v2/pokemon/349/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png
350,milotic,water,https://pokeapi.co/api/v2/pokemon/350/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png
351,castform,normal,https://pokeapi.co/api/v2/pokemon/351/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png
352,kecleon,normal,https://pokeapi.co/api/v2/pokemon/352/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png
353,shuppet,ghost,https://pokeapi.co/api/v2/pokemon/353/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png
354,banette,ghost,https://pokeapi.co/api/v2/pokemon/354/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png
355,duskull,ghost,https://pokeapi.co/api/v2/pokemon/355/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png
356,dusclops,ghost,https://pokeapi.co/api/v2/pokemon/356/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png
357,tropius,"grass, flying",https://pokeapi.co/api/v2/pokemon/357/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png
358,chimecho,psychic,https://pokeapi.co/api/v2/pokemon/358/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png
359,absol,dark,https://pokeapi.co/api/v2/pokemon/359/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png
360,wynaut,psychic,https://pokeapi.co/api/v2/pokemon/360/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png
361,snorunt,ice,https://pokeapi.co/api/v2/pokemon/361/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png
362,glalie,ice,https://pokeapi.co/api/v2/pokemon/362/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png
363,spheal,"ice, water",https://pokeapi.co/api/v2/pokemon/363/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png
364,sealeo,"ice, water",https://pokeapi.co/api/v2/pokemon/364/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png
365,walrein,"ice, water",https://pokeapi.co/api/v2/pokemon/365/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png
366,clamperl,water,https://pokeapi.co/api/v2/pokemon/366/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png
367,huntail,water,https://pokeapi.co/api/v2/pokemon/367/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png
368,gorebyss,water,https://pokeapi.co/api/v2/pokemon/368/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png
369,relicanth,"water, rock",https://pokeapi.co/api/v2/pokemon/369/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png
370,luvdisc,water,https://pokeapi.co/api/v2/pokemon/370/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png
371,bagon,dragon,https://pokeapi.co/api/v2/pokemon/371/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png
372,shelgon,dragon,https://pokeapi.co/api/v2/pokemon/372/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png
373,salamence,"dragon, flying",https://pokeapi.co/api/v2/pokemon/373/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png
374,beldum,"steel, psychic",https://pokeapi.co/api/v2/pokemon/374/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png
375,metang,"steel, psychic",https://pokeapi.co/api/v2/pokemon/375/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png
376,metagross,"steel, psychic",https://pokeapi.co/api/v2/pokemon/376/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png
377,regirock,rock,https://pokeapi.co/api/v2/pokemon/377/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png
378,regice,ice,https://pokeapi.co/api/v2/pokemon/378/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png
379,registeel,steel,https://pokeapi.co/api/v2/pokemon/379/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png
380,latias,"dragon, psychic",https://pokeapi.co/api/v2/pokemon/380/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png
381,latios,"dragon, psychic",https://pokeapi.co/api/v2/pokemon/381/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png
382,kyogre,water,https://pokeapi.co/api/v2/pokemon/382/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png
383,groudon,ground,https://pokeapi.co/api/v2/pokemon/383/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png
384,rayquaza,"dragon, flying",https://pokeapi.co/api/v2/pokemon/384/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png
385,jirachi,"steel, psychic",https://pokeapi.co/api/v2/pokemon/385/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png
386,deoxys-normal,psychic,https://pokeapi.co/api/v2/pokemon/386/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png
387,turtwig,grass,https://pokeapi.co/api/v2/pokemon/387/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png
388,grotle,grass,https://pokeapi.co/api/v2/pokemon/388/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png
389,torterra,"grass, ground",https://pokeapi.co/api/v2/pokemon/389/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png
390,chimchar,fire,https://pokeapi.co/api/v2/pokemon/390/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png
391,monferno,"fire, fighting",https://pokeapi.co/api/v2/pokemon/391/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png
392,infernape,"fire, fighting",https://pokeapi.co/api/v2/pokemon/392/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png
393,piplup,water,https://pokeapi.co/api/v2/pokemon/393/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png
394,prinplup,water,https://pokeapi.co/api/v2/pokemon/394/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png
395,empoleon,"water, steel",https://pokeapi.co/api/v2/pokemon/395/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png
396,starly,"normal, flying",https://pokeapi.co/api/v2/pokemon/396/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png
397,staravia,"normal, flying",https://pokeapi.co/api/v2/pokemon/397/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png
398,staraptor,"normal, flying",https://pokeapi.co/api/v2/pokemon/398/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png
399,bidoof,normal,https://pokeapi.co/api/v2/pokemon/399/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png
400,bibarel,"normal, water",https://pokeapi.co/api/v2/pokemon/400/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png
401,kricketot,bug,https://pokeapi.co/api/v2/pokemon/401/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png
402,kricketune,bug,https://pokeapi.co/api/v2/pokemon/402/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png
403,shinx,electric,https://pokeapi.co/api/v2/pokemon/403/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png
404,luxio,electric,https://pokeapi.co/api/v2/pokemon/404/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png
405,luxray,electric,https://pokeapi.co/api/v2/pokemon/405/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png
406,budew,"grass, poison",https://pokeapi.co/api/v2/pokemon/406/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png
407,roserade,"grass, poison",https://pokeapi.co/api/v2/pokemon/407/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png
408,cranidos,rock,https://pokeapi.co/api/v2/pokemon/408/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png
409,rampardos,rock,https://pokeapi.co/api/v2/pokemon/409/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png
410,shieldon,"rock, steel",https://pokeapi.co/api/v2/pokemon/410/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png
411,bastiodon,"rock, steel",https://pokeapi.co/api/v2/pokemon/411/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
412,burmy,bug,https://pokeapi.co/api/v2/pokemon/412/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
413,wormadam-plant,"bug, grass",https://pokeapi.co/api/v2/pokemon/413/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
414,mothim,"bug, flying",https://pokeapi.co/api/v2/pokemon/414/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
415,combee,"bug, flying",https://pokeapi.co/api/v2/pokemon/415/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
416,vespiquen,"bug, flying",https://pokeapi.co/api/v2/pokemon/416/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
417,pachirisu,electric,https://pokeapi.co/api/v2/pokemon/417/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
418,buizel,water,https://pokeapi.co/api/v2/pokemon/418/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
419,floatzel,water,https://pokeapi.co/api/v2/pokemon/419/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
420,cherubi,grass,https://pokeapi.co/api/v2/pokemon/420/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
421,cherrim,grass,https://pokeapi.co/api/v2/pokemon/421/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
422,shellos,water,https://pokeapi.co/api/v2/pokemon/422/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
423,gastrodon,"water, ground",https://pokeapi.co/api/v2/pokemon/423/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
424,ambipom,normal,https://pokeapi.co/api/v2/pokemon/424/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
425,drifloon,"ghost, flying",https://pokeapi.co/api/v2/pokemon/425/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
426,drifblim,"ghost, flying",https://pokeapi.co/api/v2/pokemon/426/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
427,buneary,normal,https://pokeapi.co/api/v2/pokemon/427/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
428,lopunny,normal,https://pokeapi.co/api/v2/pokemon/428/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
429,mismagius,ghost,https://pokeapi.co/api/v2/pokemon/429/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
430,honchkrow,"dark, flying",https://pokeapi.co/api/v2/pokemon/430/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
431,glameow,normal,https://pokeapi.co/api/v2/pokemon/431/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
432,purugly,normal,https://pokeapi.co/api/v2/pokemon/432/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
433,chingling,psychic,https://pokeapi.co/api/v2/pokemon/433/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
434,stunky,"poison, dark",https://pokeapi.co/api/v2/pokemon/434/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
435,skuntank,"poison, dark",https://pokeapi.co/api/v2/pokemon/435/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
436,bronzor,"steel, psychic",https://pokeapi.co/api/v2/pokemon/436/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
437,bronzong,"steel, psychic",https://pokeapi.co/api/v2/pokemon/437/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
438,bonsly,rock,https://pokeapi.co/api/v2/pokemon/438/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
439,mime-jr,"psychic, fairy",https://pokeapi.co/api/v2/pokemon/439/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
440,happiny,normal,https://pokeapi.co/api/v2/pokemon/440/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
441,chatot,"normal, flying",https://pokeapi.co/api/v2/pokemon/441/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
442,spiritomb,"ghost, dark",https://pokeapi.co/api/v2/pokemon/442/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
443,gible,"dragon, ground",https://pokeapi.co/api/v2/pokemon/443/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
444,gabite,"dragon, ground",https://pokeapi.co/api/v2/pokemon/444/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
445,garchomp,"dragon, ground",https://pokeapi.co/api/v2/pokemon/445/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
446,munchlax,normal,https://pokeapi.co/api/v2/pokemon/446/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
447,riolu,fighting,https://pokeapi.co/api/v2/pokemon/447/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
448,lucario,"fighting, steel",https://pokeapi.co/api/v2/pokemon/448/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
449,hippopotas,ground,https://pokeapi.co/api/v2/pokemon/449/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
450,hippowdon,ground,https://pokeapi.co/api/v2/pokemon/450/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
451,skorupi,"poison, bug",https://pokeapi.co/api/v2/pokemon/451/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
452,drapion,"poison, dark",https://pokeapi.co/api/v2/pokemon/452/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
453,croagunk,"poison, fighting",https://pokeapi.co/api/v2/pokemon/453/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
454,toxicroak,"poison, fighting",https://pokeapi.co/api/v2/pokemon/454/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
455,carnivine,grass,https://pokeapi.co/api/v2/pokemon/455/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
456,finneon,water,https://pokeapi.co/api/v2/pokemon/456/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
457,lumineon,water,https://pokeapi.co/api/v2/pokemon/457/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
458,mantyke,"water, flying",https://pokeapi.co/api/v2/pokemon/458/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
459,snover,"grass, ice",https://pokeapi.co/api/v2/pokemon/459/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
460,abomasnow,"grass, ice",https://pokeapi.co/api/v2/pokemon/460/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
461,weavile,"dark, ice",https://pokeapi.co/api/v2/pokemon/461/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
462,magnezone,"electric, steel",https://pokeapi.co/api/v2/pokemon/462/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
463,lickilicky,normal,https://pokeapi.co/api/v2/pokemon/463/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
464,rhyperior,"ground, rock",https://pokeapi.co/api/v2/pokemon/464/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
465,tangrowth,grass,https://pokeapi.co/api/v2/pokemon/465/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
466,electivire,electric,https://pokeapi.co/api/v2/pokemon/466/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
467,magmortar,fire,https://pokeapi.co/api/v2/pokemon/467/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
468,togekiss,"fairy, flying",https://pokeapi.co/api/v2/pokemon/468/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
469,yanmega,"bug, flying",https://pokeapi.co/api/v2/pokemon/469/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
470,leafeon,grass,https://pokeapi.co/api/v2/pokemon/470/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
471,glaceon,ice,https://pokeapi.co/api/v2/pokemon/471/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
472,gliscor,"ground, flying",https://pokeapi.co/api/v2/pokemon/472/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
473,mamoswine,"ice, ground",https://pokeapi.co/api/v2/pokemon/473/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
474,porygon-z,normal,https://pokeapi.co/api/v2/pokemon/474/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/474.png
475,gallade,"psychic, fighting",https://pokeapi.co/api/v2/pokemon/475/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/475.png
476,probopass,"rock, steel",https://pokeapi.co/api/v2/pokemon/476/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/476.png
477,dusknoir,ghost,https://pokeapi.co/api/v2/pokemon/477/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/477.png
478,froslass,"ice, ghost",https://pokeapi.co/api/v2/pokemon/478/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/478.png
479,rotom,"electric, ghost",https://pokeapi.co/api/v2/pokemon/479/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/479.png
480,uxie,psychic,https://pokeapi.co/api/v2/pokemon/480/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/480.png
481,mesprit,psychic,https://pokeapi.co/api/v2/pokemon/481/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/481.png
482,azelf,psychic,https://pokeapi.co/api/v2/pokemon/482/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/482.png
483,dialga,"steel, dragon",https://pokeapi.co/api/v2/pokemon/483/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/483.png
484,palkia,"water, dragon",https://pokeapi.co/api/v2/pokemon/484/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/484.png
485,heatran,"fire, steel",https://pokeapi.co/api/v2/pokemon/485/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/485.png
486,regigigas,normal,https://pokeapi.co/api/v2/pokemon/486/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/486.png
487,giratina-altered,"ghost, dragon",https://pokeapi.co/api/v2/pokemon/487/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/487.png
488,cresselia,psychic,https://pokeapi.co/api/v2/pokemon/488/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/488.png
489,phione,water,https://pokeapi.co/api/v2/pokemon/489/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/489.png
490,manaphy,water,https://pokeapi.co/api/v2/pokemon/490/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/490.png
491,darkrai,dark,https://pokeapi.co/api/v2/pokemon/491/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/491.png
492,shaymin-land,grass,https://pokeapi.co/api/v2/pokemon/492/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/492.png
493,arceus,normal,https://pokeapi.co/api/v2/pokemon/493/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/493.png
494,victini,"psychic, fire",https://pokeapi.co/api/v2/pokemon/494/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/494.png
495,snivy,grass,https://pokeapi.co/api/v2/pokemon/495/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/495.png
496,servine,grass,https://pokeapi.co/api/v2/pokemon/496/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/496.png
497,serperior,grass,https://pokeapi.co/api/v2/pokemon/497/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/497.png
498,tepig,fire,https://pokeapi.co/api/v2/pokemon/498/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/498.png
499,pignite,"fire, fighting",https://pokeapi.co/api/v2/pokemon/499/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/499.png
500,emboar,"fire, fighting",https://pokeapi.co/api/v2/pokemon/500/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/500.png
501,oshawott,water,https://pokeapi.co/api/v2/pokemon/501/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/501.png
502,dewott,water,https://pokeapi.co/api/v2/pokemon/502/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/502.png
503,samurott,water,https://pokeapi.co/api/v2/pokemon/503/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/503.png
504,patrat,normal,https://pokeapi.co/api/v2/pokemon/504/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/504.png
505,watchog,normal,https://pokeapi.co/api/v2/pokemon/505/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/505.png
506,lillipup,normal,https://pokeapi.co/api/v2/pokemon/506/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/506.png
507,herdier,normal,https://pokeapi.co/api/v2/pokemon/507/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/507.png
508,stoutland,normal,https://pokeapi.co/api/v2/pokemon/508/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/508.png
509,purrloin,dark,https://pokeapi.co/api/v2/pokemon/509/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/509.png
510,liepard,dark,https://pokeapi.co/api/v2/pokemon/510/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/510.png
511,pansage,grass,https://pokeapi.co/api/v2/pokemon/511/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/511.png
512,simisage,grass,https://pokeapi.co/api/v2/pokemon/512/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/512.png
513,pansear,fire,https://pokeapi.co/api/v2/pokemon/513/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/513.png
514,simisear,fire,https://pokeapi.co/api/v2/pokemon/514/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/514.png
515,panpour,water,https://pokeapi.co/api/v2/pokemon/515/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/515.png
516,simipour,water,https://pokeapi.co/api/v2/pokemon/516/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/516.png
517,munna,psychic,https://pokeapi.co/api/v2/pokemon/517/,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/517.png
